symbol,sector,industry,trades,p_lvl,adv_lvl
NBEV,Consumer Defensive,BeveragesÑNon-Alcoholic,1105,0,1
PSTH,Financial Services,Shell Companies,1104,2,2
LTHM,Basic Materials,Specialty Chemicals,1103,2,2
MPC,Energy,Oil & Gas Refining & Marketing,1100,2,2
AFRM,Technology,Information Technology Services,1100,3,2
CRIS,Healthcare,Biotechnology,1099,1,2
ADMA,Healthcare,Biotechnology,1095,0,2
WATT,Technology,Scientific & Technical Instruments,1091,0,2
DQ,Technology,Semiconductor Equipment & Materials,1084,3,2
GEN,Healthcare,Medical Care Facilities,1083,0,1
DOYU,Communication Services,Internet Content & Information,1080,1,2
CLNY,Real Estate,REITÑDiversified,1078,1,2
FROG,Technology,SoftwareÑApplication,1078,3,1
DRI,Consumer Cyclical,Restaurants,1078,3,2
HMHC,Consumer Defensive,Education & Training Services,1072,1,2
PLG,Basic Materials,Other Precious Metals & Mining,1071,0,2
ZI,Technology,SoftwareÑApplication,1071,2,2
GRUB,Communication Services,Internet Content & Information,1071,3,1
BEST,Industrials,Trucking,1070,0,2
BVXV,Healthcare,Biotechnology,1070,1,1
XELA,Technology,SoftwareÑApplication,1065,0,2
ATOS,Healthcare,Biotechnology,1065,0,2
BLRX,Healthcare,Biotechnology,1063,0,2
EPR,Real Estate,REITÑRetail,1061,2,1
ESGC,Communication Services,Entertainment,1058,0,1
ATNM,Healthcare,Biotechnology,1058,1,1
GFI,Basic Materials,Gold,1058,1,2
HMY,Basic Materials,Gold,1056,0,2
PRPO,Healthcare,Diagnostics & Research,1053,0,1
DENN,Consumer Cyclical,Restaurants,1052,1,2
TBLT,Industrials,Tools & Accessories,1050,0,2
AGI,Basic Materials,Gold,1050,1,2
FCX,Basic Materials,Copper,1050,2,2
THCB,Financial Services,Shell Companies,1046,2,2
WDC,Technology,Computer Hardware,1046,3,2
COP,Energy,Oil & Gas E&P,1044,2,2
ARCT,Healthcare,Biotechnology,1038,3,2
PBR,Energy,Oil & Gas Integrated,1034,1,2
NSPR,Healthcare,Medical Devices,1029,0,2
MRK,Healthcare,Drug ManufacturersÑGeneral,1029,3,2
ARR,Real Estate,REITÑMortgage,1028,1,2
ASAN,Technology,SoftwareÑApplication,1028,2,1
PEP,Consumer Defensive,BeveragesÑNon-Alcoholic,1019,3,2
FLDM,Healthcare,Diagnostics & Research,1018,1,2
VALE,Basic Materials,Other Industrial Metals & Mining,1016,1,2
ITRM,Healthcare,Biotechnology,1015,0,2
FEYE,Technology,SoftwareÑInfrastructure,1014,2,2
AEMD,Healthcare,Medical Devices,1013,0,1
APLE,Real Estate,REITÑHotel & Motel,1013,1,2
PSX,Energy,Oil & Gas Refining & Marketing,1013,3,2
SXTC,Healthcare,Drug ManufacturersÑSpecialty & Generic,999,0,2
AKER,Healthcare,Medical Instruments & Supplies,998,0,1
GOEV,Consumer Cyclical,Auto Manufacturers,994,1,2
GAIN,Financial Services,Asset Management,990,1,0
AEZS,Healthcare,Biotechnology,988,0,2
GCI,Communication Services,Publishing,987,1,2
SFT, ,Internet Retail,986,1,2
DHT,Energy,Oil & Gas Midstream,985,1,2
LIVX,Communication Services,Entertainment,981,0,1
HL,Basic Materials,Gold,981,1,2
SVM,Basic Materials,Silver,980,1,2
ATOM,Technology,Semiconductor Equipment & Materials,979,2,1
CPRX,Healthcare,Biotechnology,976,0,1
REV,Consumer Defensive,Household & Personal Products,972,1,2
INUV,Communication Services,Advertising Agencies,971,0,2
DNK,Real Estate,Real Estate Services,970,0,2
TSN,Consumer Defensive,Farm Products,968,3,2
FSLR,Technology,Solar,966,3,2
EARS,Healthcare,Biotechnology,965,0,2
NGA,Financial Services,Shell Companies,965,2,2
GS,Financial Services,Capital Markets,964,4,2
CETX,Technology,SoftwareÑInfrastructure,962,0,1
CLSN,Healthcare,Biotechnology,960,0,2
BEEM,Technology,Solar,957,3,1
PIXY,Industrials,Staffing & Employment Services,955,0,1
MPW,Real Estate,REITÑHealthcare Facilities,955,2,2
CELH,Consumer Defensive,BeveragesÑNon-Alcoholic,955,3,1
USFD,Consumer Defensive,Food Distribution,953,2,2
UBX,Healthcare,Biotechnology,952,1,1
GLSI,Healthcare,Biotechnology,951,2,1
MIK,Consumer Cyclical,Specialty Retail,950,1,2
VSTO,Consumer Cyclical,Leisure,950,2,1
CLM,Financial Services,Asset Management,949,1,1
TCDA,Healthcare,Drug ManufacturersÑSpecialty & Generic,948,1,1
TJX,Consumer Cyclical,Apparel Retail,946,3,2
USB,Financial Services,BanksÑRegional,944,2,2
Z,Communication Services,Internet Content & Information,944,4,2
BPY,Real Estate,Real Estate Services,942,1,2
HEPA,Healthcare,Biotechnology,939,0,1
GRTS,Healthcare,Biotechnology,939,1,2
STAG,Real Estate,REITÑIndustrial,936,2,1
ATHX,Healthcare,Biotechnology,934,0,2
SLS,Healthcare,Biotechnology,933,1,2
FNKO,Consumer Cyclical,Leisure,932,1,1
CARR,Industrials,Building Products & Equipment,930,2,2
RVLV,Consumer Cyclical,Internet Retail,930,2,1
GLW,Technology,Electronic Components,925,2,2
MUR,Energy,Oil & Gas E&P,922,1,2
SEEL,Healthcare,Biotechnology,920,0,1
SLB,Energy,Oil & Gas Equipment & Services,919,2,2
MP,Basic Materials,Other Industrial Metals & Mining,918,2,2
NEM,Basic Materials,Gold,917,3,2
LVS,Consumer Cyclical,Resorts & Casinos,913,2,2
PTE,Healthcare,Biotechnology,911,0,2
MGNI,Communication Services,Advertising Agencies,905,2,2
RMED,Healthcare,Medical Devices,904,1,1
PHUN,Technology,SoftwareÑApplication,901,0,2
SWI,Technology,SoftwareÑInfrastructure,901,1,2
LB,Consumer Cyclical,Apparel Retail,897,2,2
MDGS,Healthcare,Medical Devices,892,0,2
KL,Basic Materials,Gold,890,2,1
QD,Financial Services,Credit Services,886,0,2
EB,Technology,SoftwareÑApplication,886,1,2
LPCN,Healthcare,Biotechnology,885,0,2
SRG,Real Estate,REITÑRetail,883,1,2
BBI,Healthcare,Biotechnology,882,0,2
WEI,Financial Services,Credit Services,880,0,1
HLX,Energy,Oil & Gas Equipment & Services,880,0,2
ZS,Technology,SoftwareÑInfrastructure,880,4,2
GWPH,Healthcare,Drug ManufacturersÑGeneral,880,4,0
GRNQ,Industrials,Consulting Services,878,0,2
STWD,Real Estate,REITÑMortgage,876,2,2
NEOS,Healthcare,Drug ManufacturersÑSpecialty & Generic,875,0,2
BCS,Financial Services,BanksÑDiversified,872,1,2
HLT,Consumer Cyclical,Lodging,872,3,2
STNE,Technology,SoftwareÑApplication,871,3,2
FTSI,Energy,Oil & Gas Equipment & Services,870,1,1
HBI,Consumer Cyclical,Apparel Manufacturing,870,1,2
MESA,Industrials,Airlines,866,1,1
CSIQ,Technology,Solar,863,2,2
SUN,Energy,Oil & Gas Refining & Marketing,862,2,0
ISR,Healthcare,Medical Instruments & Supplies,861,0,2
VIVE,Healthcare,Medical Devices,860,0,1
EQ,Healthcare,Biotechnology,860,1,2
GP,Consumer Cyclical,Auto Manufacturers,860,2,1
ABIO,Healthcare,Biotechnology,857,0,1
WORX,Healthcare,Health Information Services,852,0,2
DBVT,Healthcare,Biotechnology,851,1,2
BRQS,Technology,SoftwareÑApplication,849,0,2
NOG,Energy,Oil & Gas E&P,848,1,2
CEQP,Energy,Oil & Gas Midstream,845,2,1
VER,Real Estate,REITÑDiversified,845,2,2
ENDP,Healthcare,Drug ManufacturersÑSpecialty & Generic,843,1,2
QLGN,Healthcare,Biotechnology,840,0,1
NEPT,Healthcare,Drug ManufacturersÑSpecialty & Generic,839,0,1
CARV,Financial Services,BanksÑRegional,837,1,1
BJ,Consumer Defensive,Discount Stores,834,2,2
APDN,Healthcare,Diagnostics & Research,831,1,2
JE,Utilities,UtilitiesÑDiversified,829,1,2
LLY,Healthcare,Drug ManufacturersÑGeneral,826,4,2
CRF,Financial Services,Asset Management,821,1,1
CHEF,Consumer Defensive,Food Distribution,820,2,1
SNY,Healthcare,Drug ManufacturersÑGeneral,820,2,2
ENB,Energy,Oil & Gas Midstream,819,2,2
HUYA,Communication Services,Entertainment,811,2,2
DARE,Healthcare,Biotechnology,809,0,2
ADAP,Healthcare,Biotechnology,807,1,2
NBY,Healthcare,Biotechnology,804,0,2
SYY,Consumer Defensive,Food Distribution,804,3,2
XERS,Healthcare,Biotechnology,800,1,2
REGI,Energy,Oil & Gas Refining & Marketing,797,3,1
VSTM,Healthcare,Biotechnology,796,0,2
H,Consumer Cyclical,Lodging,796,3,1
NLOK,Technology,SoftwareÑInfrastructure,795,2,2
NGL,Energy,Oil & Gas Refining & Marketing,794,0,1
FSM,Basic Materials,Silver,794,1,2
SSL,Energy,Oil & Gas Integrated,792,1,2
AVGO,Technology,Semiconductors,792,4,2
CVAC,Healthcare,Biotechnology,791,3,1
VGZ,Basic Materials,Gold,787,0,1
CAR,Industrials,Rental & Leasing Services,787,2,1
HPQ,Technology,Computer Hardware,787,2,2
VISL,Technology,Communication Equipment,782,0,2
REGN,Healthcare,Biotechnology,780,4,1
PLYA,Consumer Cyclical,Resorts & Casinos,778,1,2
GEO,Real Estate,REITÑHealthcare Facilities,776,1,2
WMG,Communication Services,Entertainment,775,2,1
NAOV,Healthcare,Medical Devices,774,0,2
CNDT,Technology,Information Technology Services,771,1,2
ACOR,Healthcare,Biotechnology,771,1,2
ACHV,Healthcare,Biotechnology,768,1,1
UXIN,Communication Services,Internet Content & Information,767,0,2
SESN,Healthcare,Biotechnology,766,0,2
TRX,Basic Materials,Gold,766,0,1
SDGR,Healthcare,Health Information Services,763,3,1
THMO,Healthcare,Medical Devices,762,0,1
AMPY,Energy,Oil & Gas E&P,760,0,1
HTGM,Healthcare,Diagnostics & Research,757,1,0
ARLO,Industrials,Security & Protection Services,757,1,2
EVK,Consumer Cyclical,Apparel Manufacturing,753,0,1
COF,Financial Services,Credit Services,753,3,2
ATHE,Healthcare,Biotechnology,752,0,1
HIMX,Technology,Semiconductors,752,1,2
PING,Technology,SoftwareÑInfrastructure,749,2,1
HON,Industrials,Specialty Industrial Machinery,747,4,2
WTER,Consumer Defensive,BeveragesÑNon-Alcoholic,746,0,1
IMGN,Healthcare,Biotechnology,746,1,2
VKTX,Healthcare,Biotechnology,746,1,2
MNKD,Healthcare,Biotechnology,746,1,2
CMPS,Healthcare,Medical Care Facilities,746,2,0
LRN,Consumer Defensive,Education & Training Services,744,2,1
VLO,Energy,Oil & Gas Refining & Marketing,742,3,2
ZIXI,Technology,SoftwareÑInfrastructure,740,1,1
SYN,Healthcare,Biotechnology,738,0,2
BYD,Consumer Cyclical,Resorts & Casinos,736,2,1
ORBC,Communication Services,Telecom Services,733,1,2
IPOF,Financial Services,Shell Companies,733,1,2
GIK,Financial Services,Shell Companies,729,1,2
TLGT,Healthcare,Drug ManufacturersÑSpecialty & Generic,723,0,2
BMRA,Healthcare,Diagnostics & Research,722,1,1
BILI,Communication Services,Electronic Gaming & Multimedia,722,3,2
OPEN,Real Estate,Real Estate Services,716,2,2
NIU,Consumer Cyclical,Auto Manufacturers,716,2,2
BLU,Healthcare,Biotechnology,714,0,1
EXK,Basic Materials,Silver,714,1,2
AQMS,Industrials,Waste Management,712,1,2
CLOV,Healthcare,Healthcare Plans,712,1,2
CDE,Basic Materials,Gold,710,1,2
NERV,Healthcare,Biotechnology,709,0,1
OMP,Energy,Oil & Gas Midstream,707,1,0
NOW,Technology,SoftwareÑApplication,707,4,1
NAVI,Financial Services,Credit Services,706,1,2
AMPE,Healthcare,Biotechnology,704,0,2
MOGO,Technology,SoftwareÑApplication,704,1,2
TANH,Consumer Defensive,Household & Personal Products,703,0,2
EDIT,Healthcare,Biotechnology,703,3,2
CBAY,Healthcare,Biotechnology,702,1,2
ELY,Consumer Cyclical,Leisure,702,2,2
VTVT,Healthcare,Biotechnology,701,0,2
MPLX,Energy,Oil & Gas Midstream,701,2,2
QDEL,Healthcare,Diagnostics & Research,701,4,1
EXPI,Real Estate,Real Estate Services,700,4,1
IMRN,Healthcare,Biotechnology,698,1,0
GERN,Healthcare,Biotechnology,697,0,2
MTDR,Energy,Oil & Gas E&P,697,1,2
DLPN,Communication Services,Entertainment,695,0,0
SAND,Basic Materials,Gold,692,1,2
IVZ,Financial Services,Asset Management,692,2,2
CYCC,Healthcare,Biotechnology,690,1,1
SRAC,Financial Services,Shell Companies,690,2,1
ASTC,Industrials,Aerospace & Defense,689,0,1
SHAK,Consumer Cyclical,Restaurants,689,3,1
NVIV,Healthcare,Biotechnology,686,0,2
HOFV,Communication Services,Entertainment,686,0,2
AIV,Real Estate,REITÑResidential,685,0,2
RMTI,Healthcare,Drug ManufacturersÑSpecialty & Generic,685,0,1
LPI,Energy,Oil & Gas E&P,685,2,1
DT,Technology,SoftwareÑApplication,685,2,2
AGEN,Healthcare,Biotechnology,684,1,2
ZVO,Consumer Defensive,Education & Training Services,684,1,1
ARTL,Healthcare,Biotechnology,683,0,2
NBAC,Financial Services,Shell Companies,682,1,2
UNFI,Consumer Defensive,Food Distribution,682,2,1
SUMO,Technology,SoftwareÑApplication,680,2,1
REAL,Consumer Cyclical,Specialty Retail,679,2,2
ACTC,Financial Services,Shell Companies,678,2,2
ABR,Real Estate,REITÑMortgage,675,1,2
ENLC,Energy,Oil & Gas Midstream,673,0,2
SLGG,Communication Services,Electronic Gaming & Multimedia,672,0,1
BBD,Financial Services,BanksÑRegional,671,0,2
CURO,Financial Services,Credit Services,671,1,2
UUUU,Energy,Uranium,670,1,2
RRR,Consumer Cyclical,Resorts & Casinos,670,2,1
PDD,Consumer Cyclical,Internet Retail,670,4,2
SPLK,Technology,SoftwareÑInfrastructure,669,4,2
WPRT,Consumer Cyclical,Auto Parts,667,1,2
AA,Basic Materials,Aluminum,667,2,2
AES,Utilities,UtilitiesÑDiversified,666,2,2
ORTX,Healthcare,Biotechnology,665,1,2
ZUO,Technology,SoftwareÑInfrastructure,664,1,2
AQST,Healthcare,Biotechnology,660,1,1
HSBC,Financial Services,BanksÑDiversified,660,2,2
GECC,Financial Services,Asset Management,659,0,0
MTP,Healthcare,Biotechnology,658,0,0
IAG,Basic Materials,Gold,658,0,2
MRIN,Technology,SoftwareÑApplication,658,0,1
WIX,Technology,SoftwareÑInfrastructure,653,4,1
MIST,Healthcare,Biotechnology,652,1,0
BGFV,Consumer Cyclical,Specialty Retail,651,1,2
ENG,Industrials,Engineering & Construction,649,1,2
OBLN, , ,648,0,2
CORR,Real Estate,REITÑDiversified,648,1,1
AMRX,Healthcare,Drug ManufacturersÑSpecialty & Generic,644,1,2
YTEN,Basic Materials,Agricultural Inputs,642,1,0
JFU,Technology,SoftwareÑApplication,641,0,1
LOGI,Technology,Computer Hardware,641,3,1
VGAC,Financial Services,Shell Companies,640,1,2
ELYS,Consumer Cyclical,Gambling,640,1,2
OMI,Healthcare,Medical Distribution,640,2,1
GNOG,Consumer Cyclical,Gambling,639,1,2
SQNS,Technology,Semiconductors,639,1,1
RUTH,Consumer Cyclical,Restaurants,639,1,1
PTN,Healthcare,Biotechnology,638,0,2
SCYX,Healthcare,Drug ManufacturersÑSpecialty & Generic,637,1,1
GNLN,Healthcare,Pharmaceutical Retailers,635,1,1
KTB,Consumer Cyclical,Apparel Manufacturing,635,2,1
PZG,Basic Materials,Gold,633,0,0
OIIM,Technology,Semiconductors,633,1,1
CLRB,Healthcare,Biotechnology,632,0,1
STAF,Industrials,Staffing & Employment Services,629,0,1
SKLZ,Communication Services,Electronic Gaming & Multimedia,629,2,2
CTXR,Healthcare,Biotechnology,627,0,1
JFIN,Communication Services,Internet Content & Information,627,0,0
PUMP,Energy,Oil & Gas Equipment & Services,627,1,2
NOVA,Technology,Solar,627,2,2
ZYNE,Healthcare,Drug ManufacturersÑSpecialty & Generic,625,1,2
AR,Energy,Oil & Gas E&P,622,1,2
IMAX,Communication Services,Entertainment,622,1,1
YJ,Consumer Cyclical,Internet Retail,621,0,2
HEAR,Technology,Consumer Electronics,621,2,1
BTWN,Financial Services,Shell Companies,620,1,2
DXCM,Healthcare,Diagnostics & Research,619,4,1
PLNT,Consumer Cyclical,Leisure,617,3,2
MS,Financial Services,Capital Markets,616,3,2
NURO,Healthcare,Medical Instruments & Supplies,614,0,1
FUN,Consumer Cyclical,Leisure,613,2,1
EXPE,Consumer Cyclical,Travel Services,613,3,2
MAT,Consumer Cyclical,Leisure,611,1,2
VET,Energy,Oil & Gas E&P,610,1,2
ALNA,Healthcare,Biotechnology,609,0,1
CCI,Real Estate,REITÑSpecialty,608,4,2
RRC,Energy,Oil & Gas E&P,607,1,2
MOMO,Communication Services,Internet Content & Information,605,1,2
GSM,Basic Materials,Other Industrial Metals & Mining,604,0,2
AEO,Consumer Cyclical,Apparel Retail,604,2,2
TRIP,Consumer Cyclical,Travel Services,603,2,2
ERJ,Industrials,Aerospace & Defense,602,1,2
STNG,Energy,Oil & Gas Midstream,601,1,2
TPR,Consumer Cyclical,Luxury Goods,601,2,2
LL,Consumer Cyclical,Home Improvement Retail,601,2,1
JILL,Consumer Cyclical,Apparel Retail,599,0,0
EGO,Basic Materials,Gold,599,1,2
SOS,Technology,SoftwareÑInfrastructure,598,0,2
INFY,Technology,Information Technology Services,598,1,2
IEA,Industrials,Engineering & Construction,598,1,1
CIT,Financial Services,BanksÑRegional,596,2,1
BCLI,Healthcare,Biotechnology,595,1,2
WISA,Technology,Semiconductors,591,0,2
GAB,Financial Services,Asset Management,587,1,1
ORGO,Healthcare,Drug ManufacturersÑSpecialty & Generic,587,1,1
TACO,Consumer Cyclical,Restaurants,585,1,1
SKYW,Industrials,Airlines,584,2,0
MRNS,Healthcare,Biotechnology,583,1,1
AVXL,Healthcare,Biotechnology,582,1,2
UNM,Financial Services,InsuranceÑLife,581,2,2
SPPI,Healthcare,Biotechnology,577,0,1
GEL,Energy,Oil & Gas Midstream,576,1,2
SYF,Financial Services,Credit Services,576,2,2
TBIO,Healthcare,Biotechnology,575,2,1
EH,Industrials,Aerospace & Defense,575,3,2
IRBT,Technology,Consumer Electronics,573,3,1
SSPK,Financial Services,Shell Companies,572,2,1
MTCH,Communication Services,Internet Content & Information,572,4,2
IMV,Healthcare,Biotechnology,571,0,0
PAA,Energy,Oil & Gas Midstream,571,1,2
THBR,Financial Services,Shell Companies,571,1,2
BAM,Financial Services,Asset Management,571,2,2
GMBL,Consumer Cyclical,Gambling,570,1,1
CX,Basic Materials,Building Materials,569,1,2
SHLX,Energy,Oil & Gas Midstream,569,1,2
USA,Financial Services,Asset Management,569,1,1
DSS,Industrials,Specialty Business Services,568,0,1
HSDT, , ,568,1,0
MDRR,Real Estate,REITÑDiversified,565,0,0
BIG,Consumer Defensive,Discount Stores,565,3,2
BEN,Financial Services,Asset Management,564,2,2
TAP,Consumer Defensive,BeveragesÑBrewers,564,2,2
MCRB,Healthcare,Biotechnology,561,2,1
BIMI,Healthcare,Pharmaceutical Retailers,559,0,1
TRVG,Communication Services,Internet Content & Information,559,0,2
TGA, , ,558,0,1
FLIR,Technology,Scientific & Technical Instruments,556,2,2
HOG,Consumer Cyclical,Recreational Vehicles,555,2,2
EVGN,Healthcare,Biotechnology,553,1,2
MAXN,Technology,Solar,553,2,1
LKCO,Communication Services,Internet Content & Information,552,0,2
ORI,Financial Services,InsuranceÑDiversified,552,1,2
ARLP,Energy,Thermal Coal,550,1,1
WMC,Real Estate,REITÑMortgage,549,0,1
PSTI,Healthcare,Biotechnology,549,1,1
TIGR,Financial Services,Capital Markets,549,2,2
VMW,Technology,SoftwareÑInfrastructure,549,3,2
SFET,Technology,SoftwareÑInfrastructure,548,0,1
ICD,Energy,Oil & Gas Drilling,548,0,0
REPH,Healthcare,Drug ManufacturersÑSpecialty & Generic,547,0,1
BILL,Technology,SoftwareÑApplication,547,4,1
OBSV,Healthcare,Biotechnology,546,0,2
IGT,Consumer Cyclical,Gambling,545,1,2
PHX,Energy,Oil & Gas E&P,544,0,0
EYES,Healthcare,Medical Devices,544,0,2
CIM,Real Estate,REITÑMortgage,544,1,2
GORO,Basic Materials,Gold,543,0,1
ITUB,Financial Services,BanksÑRegional,542,1,2
GPMT,Real Estate,REITÑMortgage,542,1,1
DG,Consumer Defensive,Discount Stores,542,4,2
RGR,Industrials,Aerospace & Defense,540,3,0
RAVE,Consumer Cyclical,Restaurants,539,0,1
BPYU,Real Estate,REITÑRetail,538,1,1
IZEA,Communication Services,Internet Content & Information,538,1,2
SLDB,Healthcare,Drug ManufacturersÑSpecialty & Generic,538,1,2
IMAC,Healthcare,Medical Care Facilities,536,0,1
APOP,Healthcare,Biotechnology,536,0,0
WNW,Consumer Cyclical,Restaurants,536,1,1
OVV,Energy,Oil & Gas E&P,535,2,2
SONM,Technology,Communication Equipment,533,0,1
FIII,Financial Services,Shell Companies,532,1,2
BWEN,Industrials,Specialty Industrial Machinery,532,1,1
LAKE,Consumer Cyclical,Apparel Manufacturing,532,2,0
IGC,Industrials,Conglomerates,531,0,2
DRD,Basic Materials,Gold,531,1,1
FAMI,Consumer Defensive,Packaged Foods,530,0,1
GMED,Healthcare,Medical Devices,530,3,1
OXSQ,Financial Services,Asset Management,529,0,0
ADIL,Healthcare,Biotechnology,529,0,1
REI,Energy,Oil & Gas E&P,529,0,2
EURN,Energy,Oil & Gas Midstream,527,1,2
NCNO,Technology,SoftwareÑApplication,526,3,1
AREC,Basic Materials,Coking Coal,525,1,2
DTIL,Healthcare,Biotechnology,525,1,2
SGMS,Consumer Cyclical,Gambling,525,2,1
SIG,Consumer Cyclical,Luxury Goods,524,2,1
PBA,Energy,Oil & Gas Midstream,523,2,1
GTT,Communication Services,Telecom Services,521,0,1
